shot_id,seed,intervention,baseline_logical_failure,intervened_logical_failure,baseline_failure_round,intervened_failure_round,baseline_failure_mode,intervened_failure_mode,baseline_failure_pattern,intervened_failure_pattern,rescued_failure,new_failure
9,51,weaken_idle_errors_50pct,True,True,2,2,logical_X,logical_X,data_dominated,data_dominated,False,False
9,51,remove_decoder_timeout,True,True,2,2,logical_X,logical_X,data_dominated,data_dominated,False,False
9,51,reduce_decoder_delay_50pct,True,True,2,2,logical_X,logical_X,data_dominated,data_dominated,False,False
9,51,reduce_idle_exposure_50pct,True,True,2,2,logical_X,logical_X,data_dominated,data_dominated,False,False
10,52,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
10,52,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
10,52,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
10,52,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
10,52,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
10,52,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
10,52,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
10,52,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
10,52,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
11,53,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
11,53,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
11,53,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
11,53,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
11,53,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
11,53,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
11,53,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
11,53,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
11,53,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
12,54,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
12,54,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
12,54,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
12,54,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
12,54,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
12,54,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
12,54,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
12,54,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
12,54,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
13,55,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
13,55,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
13,55,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
13,55,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
13,55,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
13,55,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
13,55,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
13,55,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
13,55,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
14,56,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
14,56,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
14,56,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
14,56,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
14,56,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
14,56,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
14,56,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
14,56,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
14,56,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
15,57,remove_data_errors,True,False,5,,logical_X,none,data_dominated,no_failure,True,False
15,57,remove_measurement_errors,True,True,5,5,logical_X,logical_X,data_dominated,data_dominated,False,False
15,57,remove_idle_errors,True,True,5,5,logical_X,logical_X,data_dominated,data_dominated,False,False
15,57,weaken_data_errors_50pct,True,True,5,3,logical_X,logical_X,data_dominated,data_dominated,False,False
15,57,weaken_measurement_errors_50pct,True,True,5,5,logical_X,logical_X,data_dominated,data_dominated,False,False
15,57,weaken_idle_errors_50pct,True,True,5,5,logical_X,logical_X,data_dominated,data_dominated,False,False
15,57,remove_decoder_timeout,True,True,5,5,logical_X,logical_X,data_dominated,data_dominated,False,False
15,57,reduce_decoder_delay_50pct,True,True,5,5,logical_X,logical_X,data_dominated,data_dominated,False,False
15,57,reduce_idle_exposure_50pct,True,True,5,5,logical_X,logical_X,data_dominated,data_dominated,False,False
16,58,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
16,58,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
16,58,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
16,58,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
16,58,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
16,58,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
16,58,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
16,58,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
16,58,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
17,59,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
17,59,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
17,59,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
17,59,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
17,59,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
17,59,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
17,59,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
17,59,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
17,59,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
18,60,remove_data_errors,True,False,4,,logical_Z,none,measurement_dominated,no_failure,True,False
18,60,remove_measurement_errors,True,False,4,,logical_Z,none,measurement_dominated,no_failure,True,False
18,60,remove_idle_errors,True,True,4,4,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
18,60,weaken_data_errors_50pct,True,True,4,4,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
18,60,weaken_measurement_errors_50pct,True,False,4,,logical_Z,none,measurement_dominated,no_failure,True,False
18,60,weaken_idle_errors_50pct,True,True,4,4,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
18,60,remove_decoder_timeout,True,True,4,4,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
18,60,reduce_decoder_delay_50pct,True,True,4,4,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
18,60,reduce_idle_exposure_50pct,True,True,4,4,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
19,61,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
19,61,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
19,61,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
19,61,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
19,61,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
19,61,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
19,61,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
19,61,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
19,61,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
20,62,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
20,62,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
20,62,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
20,62,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
20,62,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
20,62,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
20,62,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
20,62,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
20,62,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
21,63,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
21,63,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
21,63,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
21,63,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
21,63,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
21,63,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
21,63,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
21,63,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
21,63,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
22,64,remove_data_errors,True,False,6,,logical_Z,none,measurement_dominated,no_failure,True,False
22,64,remove_measurement_errors,True,False,6,,logical_Z,none,measurement_dominated,no_failure,True,False
22,64,remove_idle_errors,True,True,6,6,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
22,64,weaken_data_errors_50pct,True,False,6,,logical_Z,none,measurement_dominated,no_failure,True,False
22,64,weaken_measurement_errors_50pct,True,False,6,,logical_Z,none,measurement_dominated,no_failure,True,False
22,64,weaken_idle_errors_50pct,True,True,6,6,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
22,64,remove_decoder_timeout,True,True,6,6,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
22,64,reduce_decoder_delay_50pct,True,True,6,6,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
22,64,reduce_idle_exposure_50pct,True,True,6,6,logical_Z,logical_Z,measurement_dominated,measurement_dominated,False,False
23,65,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
23,65,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
23,65,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
23,65,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
23,65,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
23,65,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
23,65,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
23,65,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
23,65,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
24,66,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
24,66,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
24,66,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
24,66,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
24,66,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
24,66,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
24,66,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
24,66,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
24,66,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
25,67,remove_data_errors,True,False,6,,logical_X,none,data_dominated,no_failure,True,False
25,67,remove_measurement_errors,True,True,6,6,logical_X,logical_X,data_dominated,data_dominated,False,False
25,67,remove_idle_errors,True,True,6,6,logical_X,logical_X,data_dominated,data_dominated,False,False
25,67,weaken_data_errors_50pct,True,True,6,8,logical_X,logical_X,data_dominated,data_dominated,False,False
25,67,weaken_measurement_errors_50pct,True,True,6,6,logical_X,logical_X,data_dominated,data_dominated,False,False
25,67,weaken_idle_errors_50pct,True,True,6,6,logical_X,logical_X,data_dominated,data_dominated,False,False
25,67,remove_decoder_timeout,True,True,6,6,logical_X,logical_X,data_dominated,data_dominated,False,False
25,67,reduce_decoder_delay_50pct,True,True,6,6,logical_X,logical_X,data_dominated,data_dominated,False,False
25,67,reduce_idle_exposure_50pct,True,True,6,6,logical_X,logical_X,data_dominated,data_dominated,False,False
26,68,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
26,68,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
26,68,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
26,68,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
26,68,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
26,68,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
26,68,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
26,68,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
26,68,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
27,69,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
27,69,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
27,69,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
27,69,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
27,69,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
27,69,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
27,69,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
27,69,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
27,69,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
28,70,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
28,70,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
28,70,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
28,70,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
28,70,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
28,70,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
28,70,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
28,70,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
28,70,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
29,71,remove_data_errors,True,True,9,0,logical_Z,logical_Z,region_hotspot,operation_hotspot,False,False
29,71,remove_measurement_errors,True,True,9,9,logical_Z,logical_Z,region_hotspot,region_hotspot,False,False
29,71,remove_idle_errors,True,True,9,9,logical_Z,logical_X,region_hotspot,data_dominated,False,False
29,71,weaken_data_errors_50pct,True,True,9,0,logical_Z,logical_Z,region_hotspot,region_hotspot,False,False
29,71,weaken_measurement_errors_50pct,True,True,9,9,logical_Z,logical_Z,region_hotspot,region_hotspot,False,False
29,71,weaken_idle_errors_50pct,True,True,9,9,logical_Z,mixed,region_hotspot,region_hotspot,False,False
29,71,remove_decoder_timeout,True,True,9,9,logical_Z,logical_Z,region_hotspot,region_hotspot,False,False
29,71,reduce_decoder_delay_50pct,True,True,9,9,logical_Z,logical_Z,region_hotspot,region_hotspot,False,False
29,71,reduce_idle_exposure_50pct,True,True,9,9,logical_Z,mixed,region_hotspot,region_hotspot,False,False
30,72,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
30,72,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
30,72,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
30,72,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
30,72,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
30,72,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
30,72,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
30,72,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
30,72,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
31,73,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
31,73,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
31,73,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
31,73,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
31,73,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
31,73,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
31,73,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
31,73,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
31,73,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
32,74,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
32,74,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
32,74,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
32,74,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
32,74,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
32,74,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
32,74,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
32,74,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
32,74,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
33,75,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
33,75,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
33,75,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
33,75,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
33,75,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
33,75,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
33,75,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
33,75,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
33,75,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
34,76,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
34,76,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
34,76,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
34,76,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
34,76,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
34,76,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
34,76,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
34,76,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
34,76,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
35,77,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
35,77,remove_measurement_errors,False,False,,,none,none,no_failure,no_failure,False,False
35,77,remove_idle_errors,False,False,,,none,none,no_failure,no_failure,False,False
35,77,weaken_data_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
35,77,weaken_measurement_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
35,77,weaken_idle_errors_50pct,False,False,,,none,none,no_failure,no_failure,False,False
35,77,remove_decoder_timeout,False,False,,,none,none,no_failure,no_failure,False,False
35,77,reduce_decoder_delay_50pct,False,False,,,none,none,no_failure,no_failure,False,False
35,77,reduce_idle_exposure_50pct,False,False,,,none,none,no_failure,no_failure,False,False
36,78,remove_data_errors,False,False,,,none,none,no_failure,no_failure,False,False
