shot_id,seed,intervention,baseline_logical_failure,intervened_logical_failure,baseline_failure_round,intervened_failure_round,baseline_failure_mode,intervened_failure_mode,baseline_failure_pattern,intervened_failure_pattern,rescued_failure,new_failure
127,169,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
128,170,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
129,171,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
130,172,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
131,173,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
132,174,remove_data_noise,True,False,6,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
133,175,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
134,176,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
135,177,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
136,178,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
137,179,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
138,180,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
139,181,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
140,182,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
141,183,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
142,184,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
143,185,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
144,186,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
145,187,remove_data_noise,False,True,,5,none,timeout_sensitive,no_failure,timeout_correlated,False,True
146,188,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
147,189,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
148,190,remove_data_noise,True,False,1,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
149,191,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
150,192,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
151,193,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
152,194,remove_data_noise,True,False,2,,runtime_idle_flip,none,idle_correlated,no_failure,True,False
153,195,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
154,196,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
155,197,remove_data_noise,False,True,,1,none,runtime_idle_flip,no_failure,idle_correlated,False,True
156,198,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
157,199,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
158,200,remove_data_noise,True,False,3,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
159,201,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
160,202,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
161,203,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
162,204,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
163,205,remove_data_noise,True,True,2,2,timeout_sensitive,timeout_sensitive,timeout_correlated,timeout_correlated,False,False
164,206,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
165,207,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
166,208,remove_data_noise,True,False,5,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
167,209,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
168,210,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
169,211,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
170,212,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
171,213,remove_data_noise,True,False,0,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
172,214,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
173,215,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
174,216,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
175,217,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
176,218,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
177,219,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
178,220,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
179,221,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
180,222,remove_data_noise,True,False,4,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
181,223,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
182,224,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
183,225,remove_data_noise,True,False,1,,runtime_idle_flip,none,idle_correlated,no_failure,True,False
184,226,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
185,227,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
186,228,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
187,229,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
188,230,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
189,231,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
190,232,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
191,233,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
192,234,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
193,235,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
194,236,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
195,237,remove_data_noise,True,False,1,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
196,238,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
197,239,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
198,240,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
199,241,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
200,242,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
201,243,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
202,244,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
203,245,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
204,246,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
205,247,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
206,248,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
207,249,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
208,250,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
209,251,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
210,252,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
211,253,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
212,254,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
213,255,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
214,256,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
215,257,remove_data_noise,True,False,3,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
216,258,remove_data_noise,True,False,1,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
217,259,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
218,260,remove_data_noise,True,False,0,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
219,261,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
220,262,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
221,263,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
222,264,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
223,265,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
224,266,remove_data_noise,True,False,4,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
225,267,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
226,268,remove_data_noise,True,False,1,,runtime_idle_flip,none,idle_correlated,no_failure,True,False
227,269,remove_data_noise,True,False,0,,runtime_idle_flip,none,idle_correlated,no_failure,True,False
228,270,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
229,271,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
230,272,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
231,273,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
232,274,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
233,275,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
234,276,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
235,277,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
236,278,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
237,279,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
238,280,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
239,281,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
240,282,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
241,283,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
242,284,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
243,285,remove_data_noise,False,True,,3,none,timeout_sensitive,no_failure,timeout_correlated,False,True
244,286,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
245,287,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
246,288,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
247,289,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
248,290,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
249,291,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
250,292,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
251,293,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
252,294,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
253,295,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
254,296,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
255,297,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
256,298,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
257,299,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
258,300,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
259,301,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
260,302,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
261,303,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
262,304,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
263,305,remove_data_noise,True,False,7,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
264,306,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
265,307,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
266,308,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
267,309,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
268,310,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
269,311,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
270,312,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
271,313,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
272,314,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
273,315,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
274,316,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
275,317,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
276,318,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
277,319,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
278,320,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
279,321,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
280,322,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
281,323,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
282,324,remove_data_noise,True,False,1,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
283,325,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
284,326,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
285,327,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
286,328,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
287,329,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
288,330,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
289,331,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
290,332,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
291,333,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
292,334,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
293,335,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
294,336,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
295,337,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
296,338,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
297,339,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
298,340,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
299,341,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
300,342,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
301,343,remove_data_noise,True,False,0,,runtime_idle_flip,none,idle_correlated,no_failure,True,False
302,344,remove_data_noise,True,False,0,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
303,345,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
304,346,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
305,347,remove_data_noise,True,False,0,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
306,348,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
307,349,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
308,350,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
309,351,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
310,352,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
311,353,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
312,354,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
313,355,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
314,356,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
315,357,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
316,358,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
317,359,remove_data_noise,True,False,0,,runtime_idle_flip,none,idle_correlated,no_failure,True,False
318,360,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
319,361,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
320,362,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
321,363,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
322,364,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
323,365,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
324,366,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
325,367,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
326,368,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
327,369,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
328,370,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
329,371,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
330,372,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
331,373,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
332,374,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
333,375,remove_data_noise,True,False,3,,runtime_idle_flip,none,idle_correlated,no_failure,True,False
334,376,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
335,377,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
336,378,remove_data_noise,True,True,6,8,timeout_sensitive,timeout_sensitive,timeout_correlated,timeout_correlated,False,False
337,379,remove_data_noise,True,True,0,0,runtime_idle_flip,runtime_idle_flip,idle_correlated,idle_correlated,False,False
338,380,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
339,381,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
340,382,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
341,383,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
342,384,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
343,385,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
344,386,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
345,387,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
346,388,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
347,389,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
348,390,remove_data_noise,True,False,1,,timeout_sensitive,none,timeout_correlated,no_failure,True,False
349,391,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
350,392,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
351,393,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
352,394,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
353,395,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
354,396,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
355,397,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
356,398,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
357,399,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
358,400,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
359,401,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
360,402,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
361,403,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
362,404,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
363,405,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
364,406,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
365,407,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
366,408,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
367,409,remove_data_noise,False,False,,,none,none,no_failure,no_failure,False,False
